#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,last,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T19:30:00Z,23.03,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T19:40:00Z,23.027,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T19:50:00Z,23.032,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T20:00:00Z,23.025,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T20:10:00Z,23.008,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T20:20:00Z,22.098,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T20:30:00Z,23.01,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T20:40:00Z,23.003,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T20:50:00Z,23.008,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T21:00:00Z,22.098,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T21:10:00Z,23,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T21:20:00Z,22.086,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T21:30:00Z,21.088,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T21:40:00Z,21.065,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T21:50:00Z,21.082,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T22:00:00Z,21.088,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T22:10:00Z,22.067,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T22:20:00Z,22.016,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T22:30:00Z,22.065,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T22:40:00Z,22.024,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T22:50:00Z,22.048,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T23:00:00Z,22.03,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T23:10:00Z,22.09,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T23:20:00Z,22.057,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T23:30:00Z,22.072,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T23:40:00Z,22.077,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T23:50:00Z,22.077,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T00:00:00Z,22.077,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T00:10:00Z,22.072,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T00:20:00Z,22.068,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T00:30:00Z,22.071,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T00:40:00Z,22.072,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T00:50:00Z,22.071,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T01:00:00Z,22.057,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T01:10:00Z,22.074,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T01:20:00Z,22.069,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T01:30:00Z,22.062,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T01:40:00Z,22.055,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T01:50:00Z,22.05,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T02:00:00Z,22.047,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T02:10:00Z,22.044,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T02:20:00Z,22.041,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T02:30:00Z,22.038,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T02:40:00Z,22.031,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T02:50:00Z,22.031,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T03:00:00Z,22.024,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T03:10:00Z,22.034,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T03:20:00Z,22.024,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T03:30:00Z,22.021,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T03:40:00Z,22.019,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T03:50:00Z,22.014,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T04:00:00Z,22.016,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T04:10:00Z,22.016,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T04:20:00Z,22.014,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T04:30:00Z,22.013,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T04:40:00Z,22.011,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T04:50:00Z,22.01,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T05:00:00Z,22.007,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T05:10:00Z,22.007,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T05:20:00Z,22.007,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T05:30:00Z,22,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T05:40:00Z,22.003,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T05:50:00Z,21.096,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T06:00:00Z,22,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T06:10:00Z,21.099,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T06:20:00Z,21.093,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T06:30:00Z,21.093,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T06:40:00Z,21.088,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T06:50:00Z,21.086,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T07:00:00Z,21.096,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T07:10:00Z,21.093,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T07:20:00Z,21.099,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T07:30:00Z,22.004,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T07:40:00Z,22.013,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T07:50:00Z,22.021,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T08:00:00Z,22.021,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T08:10:00Z,22.023,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T08:20:00Z,22.024,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T08:30:00Z,22.035,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T08:40:00Z,22.068,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T08:50:00Z,22.055,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T09:00:00Z,22.058,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T09:10:00Z,22.055,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T09:20:00Z,22.058,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T09:30:00Z,22.065,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T09:40:00Z,22.061,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T09:50:00Z,22.061,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T10:00:00Z,22.068,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T10:10:00Z,22.086,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T10:20:00Z,23.003,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T10:30:00Z,23.013,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T10:40:00Z,23.005,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T10:50:00Z,23.002,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T11:00:00Z,23.025,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T11:10:00Z,23.025,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T11:20:00Z,23.016,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T11:30:00Z,23.003,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T11:40:00Z,23.002,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T11:50:00Z,23.006,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T12:00:00Z,23.012,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T12:10:00Z,23.018,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T12:20:00Z,23.022,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T12:30:00Z,23.022,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T12:40:00Z,23.019,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T12:50:00Z,23.023,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T13:00:00Z,23.03,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T13:10:00Z,23.041,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T13:20:00Z,23.048,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T13:30:00Z,23.033,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T13:40:00Z,23.033,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T13:50:00Z,23.041,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T14:00:00Z,23.039,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T14:10:00Z,23.034,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T14:20:00Z,23.04,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T14:30:00Z,23.046,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T14:40:00Z,23.047,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T14:50:00Z,23.047,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T15:00:00Z,23.044,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T15:10:00Z,23.047,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T15:20:00Z,23.048,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T15:30:00Z,23.047,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T15:40:00Z,23.047,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T15:50:00Z,23.051,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T16:00:00Z,23.036,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T16:10:00Z,23.03,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T16:20:00Z,23.029,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T16:30:00Z,23.03,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T16:40:00Z,23.037,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T16:50:00Z,23.034,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T17:00:00Z,23.039,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T17:10:00Z,23.037,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T17:20:00Z,23.037,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T17:30:00Z,23.037,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T17:40:00Z,23.034,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T17:50:00Z,23.033,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T18:00:00Z,23.032,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T18:10:00Z,23.036,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T18:20:00Z,23.03,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T18:30:00Z,23.03,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T18:40:00Z,23.033,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T18:50:00Z,23.036,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T19:00:00Z,23.037,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T19:10:00Z,23.016,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T19:20:00Z,23.006,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T19:30:00Z,23.01,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T19:40:00Z,23.019,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T19:50:00Z,23.019,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T20:00:00Z,23.032,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T20:10:00Z,22.093,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T20:20:00Z,22.019,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T20:30:00Z,22.004,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T20:40:00Z,22,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T20:50:00Z,22.027,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T21:00:00Z,22.064,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T21:10:00Z,22.061,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T21:20:00Z,22.074,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T21:30:00Z,23.005,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T21:40:00Z,23.039,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T21:50:00Z,23.019,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T22:00:00Z,23.023,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T22:10:00Z,23.026,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T22:20:00Z,23.051,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T22:30:00Z,23.047,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T22:40:00Z,23.022,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T22:50:00Z,23.044,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T23:00:00Z,23.02,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T23:10:00Z,23.043,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T23:20:00Z,23.048,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T23:30:00Z,23.012,temp,scd30
,,6,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,23.015,temp,scd30
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T01:10:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T01:20:00Z,400.009,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T01:30:00Z,400.001,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T01:40:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T01:50:00Z,400.004,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T02:00:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T02:10:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T02:20:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T02:30:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T02:40:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T02:50:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T03:00:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T03:10:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T03:20:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T03:30:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T03:40:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T03:50:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T04:00:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T04:10:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T04:20:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T04:30:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T04:40:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T04:50:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T05:00:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T05:10:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T05:20:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T05:30:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T05:40:00Z,400,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T05:50:00Z,400.022,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T06:00:00Z,567.092,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T06:10:00Z,490.094,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T06:20:00Z,657.057,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T06:30:00Z,623.068,eco2,zmod
,,7,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T06:40:00Z,578.076,eco2,zmod
